Sheet by Hematite based on 1.1 data provided by @Kaphotics!,,,,,,,,,,,,,,,,,,,,
Pokémon,,Sticker,Lv,Ability,,Item,Moves,Nature,EVs,,,,,,IVs,,,,,
,Heracross,,70,Swarm,,,Megahorn / Swords Dance / Rock Slide / Close Combat,Jolly,44,124,44,0,44,252,9,9,9,9,9,9
,Rapidash,,69,,Flash Fire,Expert Belt,Smart Strike / Megahorn / Poison Jab / Flare Blitz,Jolly,60,132,52,0,52,212,7,7,7,7,7,7
,Snorlax,,70,Thick Fat,,,Covet / Yawn / Crunch / High Horsepower,Adamant,100,156,160,0,92,0,9,9,9,9,9,9
,Torterra,!,74,,Overgrow,Leftovers,Earthquake / Wood Hammer / Roar / Stealth Rock,Careful,164,116,52,52,124,0,11,11,11,11,11,11
,Trainer ID 667,,Pokémon Trainer Cedric,,,,(note: Cedric is the name used for Barry internally),,,,,,,,,,,,,
,Staraptor,,68,,Intimidate,Focus Sash,Close Combat / Pluck / Steel Wing / U-turn,Jolly,60,132,36,0,36,244,5,5,5,5,5,5
,Floatzel,,69,,Swift Swim,Quick Claw,Ice Fang / Crunch / Swift / Waterfall,Jolly,40,136,40,0,40,248,6,6,6,6,6,6
,Heracross,,70,Swarm,,,Megahorn / Swords Dance / Rock Slide / Close Combat,Jolly,44,124,44,0,44,252,9,9,9,9,9,9
,Roserade,,69,,Poison Point,Black Sludge,Grassy Terrain / Giga Drain / Toxic / Sludge Bomb,Timid,60,0,52,132,52,212,7,7,7,7,7,7
,Snorlax,,70,Thick Fat,,,Covet / Yawn / Crunch / Hammer Arm,Adamant,100,156,160,0,92,0,9,9,9,9,9,9
,Infernape,!,74,,Blaze,Expert Belt,Close Combat / Flare Blitz / U-turn / Shadow Claw,Jolly,52,188,52,0,52,164,11,11,11,11,11,11
,Trainer ID 668,,Pokémon Trainer Cedric,,,,(note: Cedric is the name used for Barry internally),,,,,,,,,,,,,
,Staraptor,,68,,Intimidate,Focus Sash,Close Combat / Pluck / Rain Dance / U-turn,Jolly,60,132,36,0,36,244,5,5,5,5,5,5
,Roserade,,69,,Natural Cure,Black Sludge,Sludge Bomb / Giga Drain / Stun Spore / Shadow Ball,Timid,40,0,40,136,40,248,6,6,6,6,6,6
,Heracross,,70,Swarm,,,Megahorn / Swords Dance / Rock Slide / Close Combat,Jolly,44,124,44,0,44,252,9,9,9,9,9,9
,Rapidash,,69,,Flash Fire,Expert Belt,Smart Strike / Megahorn / Poison Jab / Flare Blitz,Jolly,60,132,52,0,52,212,7,7,7,7,7,7
,Snorlax,,70,Thick Fat,,,Covet / Yawn / Crunch / High Horsepower,Adamant,100,156,160,0,92,0,9,9,9,9,9,9
,Empoleon,!,74,,Torrent,Quick Claw,Aqua Jet / Grass Knot / Surf / Flash Cannon,Timid,52,0,52,188,52,164,11,11,11,11,11,11
,Trainer ID 669,,Team Galactic Grunt,,,,,,,,,,,,,,,,,
,Glameow,,11,Limber,,,Fake Out / Scratch / Growl,Bashful,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 670,,Worker Dillan,,,,,,,,,,,,,,,,,
,Machop,,31,No Guard,,,Leer / Low Sweep / Knock Off / Strength,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Machoke,,31,No Guard,,,Low Kick / Knock Off / Scary Face / Strength,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 671,,Worker Holden,,,,,,,,,,,,,,,,,
,Steelix,,33,Sturdy,,,Bind / Smack Down / Curse / Sand Tomb,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 672,,Worker Conrad,,,,,,,,,,,,,,,,,
,Rapidash,,33,Run Away,,,Smart Strike / Poison Jab / Tail Whip / Flame Wheel,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 673,,Team Galactic Grunt,,,,,,,,,,,,,,,,,
,Glameow,,25,Limber,,,Hypnosis / Aerial Ace / Fury Swipes / Charm,Quirky,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 674,,Team Galactic Grunt,,,,,,,,,,,,,,,,,
,Beautifly,,25,Swarm,,,Gust / Air Cutter / Mega Drain / Leech Life,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Stunky,,25,Stench,,,Poison Gas / Fury Swipes / Focus Energy / Bite,Docile,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 675,,Team Galactic Grunt,,,,,,,,,,,,,,,,,
,Dustox,,25,Shield Dust,,,Gust / Poison Powder / Venoshock / Leech Life,Serious,0,0,0,0,0,0,0,0,0,0,0,0
,Croagunk,,25,Anticipation,,,Poison Sting / Mud-Slap / Astonish / Venoshock,Bashful,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 676,,Gym Leader Roark,,,,,,,,,,,,,,,,,
,Tyranitar,,68,,Sand Stream,Smooth Rock,Crunch / Stone Edge / Roar / Stealth Rock,Adamant,248,252,8,0,0,0,31,31,31,31,31,31
,Aerodactyl,,66,,Unnerve,Scope Lens,Stone Edge / Roar / Roost / Stealth Rock,Jolly,6,252,0,0,0,252,31,31,31,31,31,31
,Armaldo,,70,,Swift Swim,Sitrus Berry,Stone Edge / X-Scissor / Brine / Earthquake,Adamant,248,252,8,0,0,0,31,31,31,31,31,31
,Probopass,,68,,Sand Force,Focus Sash,Power Gem / Flash Cannon / Body Press / Discharge,Modest,0,0,252,252,0,4,31,31,31,31,31,31
,Relicanth,,64,,Rock Head,Choice Band,Head Smash,Adamant,0,252,80,0,176,0,31,31,31,31,31,31
,Rampardos,!,72,,Sheer Force,Life Orb,Stone Edge / Iron Tail / Zen Headbutt / Head Smash,Adamant,32,252,216,0,8,0,31,31,31,31,31,31
,Trainer ID 677,,Gym Leader Gardenia,,,,,,,,,,,,,,,,,
,Jumpluff,,66,,Chlorophyll,Heat Rock,Giga Drain / Sleep Powder / Leech Seed / Sunny Day,Timid,76,0,44,128,8,252,31,31,31,31,31,31
,Sunflora,,70,,Solar Power,Choice Scarf,Solar Beam,Timid,6,0,0,252,0,252,31,31,31,31,31,31
,Cherrim,,69,,Flower Gift,Focus Sash,Petal Blizzard / Solar Beam / Growth / Sunny Day,Mild,0,252,0,252,0,6,31,31,31,31,31,31
,Breloom,,68,,Poison Heal,Toxic Orb,Focus Punch / Leech Seed / Substitute / Spore,Jolly,120,138,0,0,0,252,31,31,31,31,31,31
,Torterra,,68,,Overgrow,Life Orb,Wood Hammer / Earthquake / Stone Edge / Iron Tail,Adamant,252,252,0,0,0,6,31,31,31,31,31,31
,Roserade,!,72,,Natural Cure,Power Herb,Solar Beam / Sludge Bomb / Grassy Terrain / Sunny Day,Modest,6,0,0,252,0,252,31,31,31,31,31,31
,Trainer ID 678,,Gym Leader Wake,,,,,,,,,,,,,,,,,
,Politoed,,68,,Drizzle,Damp Rock,Surf / Ice Beam / Focus Blast / Perish Song,Timid,6,0,0,252,0,252,31,31,31,31,31,31
,Kingdra,,68,,Swift Swim,Chesto Berry,Hydro Pump / Dragon Pulse / Ice Beam / Rest,Timid,6,0,0,252,0,252,31,31,31,31,31,31
,Ludicolo,,68,,Swift Swim,Sitrus Berry,Energy Ball / Hydro Pump / Substitute / Teeter Dance,Modest,6,0,0,252,0,252,31,31,31,31,31,31
,Huntail,,70,,Swift Swim,Focus Sash,Crunch / Aqua Tail / Ice Fang / Shell Smash,Jolly,6,252,0,0,0,252,31,31,31,31,31,31
,Gyarados,,70,,Intimidate,Wacan Berry,Aqua Tail / Stone Edge / Earthquake / Dragon Dance,Jolly,6,252,0,0,0,252,31,31,31,31,31,31
,Floatzel,!,72,,Swift Swim,Life Orb,Aqua Tail / Brick Break / Crunch / Ice Fang,Jolly,6,252,0,0,0,252,31,31,31,31,31,31
,Trainer ID 679,,Gym Leader Maylene,,,,,,,,,,,,,,,,,
,Hitmontop,,64,,Intimidate,Expert Belt,Close Combat / Stone Edge / Sucker Punch / Brick Break,Adamant,252,252,0,0,0,6,31,31,31,31,31,31
,Breloom,,66,,Technician,Life Orb,Bullet Seed / Mach Punch / Rock Tomb / Force Palm,Adamant,6,252,0,0,0,252,31,31,31,31,31,31
,Heracross,,68,,Guts,Flame Orb,Megahorn / Close Combat / Facade / Stone Edge,Jolly,6,252,0,0,0,252,31,31,31,31,31,31
,Infernape,,70,,Blaze,White Herb,Flare Blitz / Close Combat / Acrobatics / Overheat,Lonely,0,252,0,252,0,6,31,31,31,31,31,31
,Medicham,,72,,Pure Power,Choice Band,High Jump Kick / Zen Headbutt / Fire Punch / Thunder Punch,Adamant,6,252,0,0,0,252,31,31,31,31,31,31
,Lucario,!,74,,Justified,Focus Sash,Aura Sphere / Flash Cannon / Water Pulse / Vacuum Wave,Modest,6,0,0,252,0,252,31,31,31,31,31,31
,Trainer ID 680,,Gym Leader Fantina,,,,,,,,,,,,,,,,,
,Drifblim,,68,,Flare Boost,Flame Orb,Shadow Ball / Thunderbolt / Psychic / Strength Sap,Modest,6,0,0,252,0,252,31,31,31,31,31,31
,Banette,,65,,Cursed Body,Iron Ball,Shadow Sneak / Sucker Punch / Snatch / Trick,Adamant,244,252,0,0,0,12,31,31,31,31,31,31
,Dusknoir,,70,,Pressure,Sitrus Berry,Shadow Sneak / Earthquake / Will-O-Wisp / Confuse Ray,Adamant,248,252,4,0,4,0,31,31,31,31,31,31
,Mismagius,,70,,Levitate,Expert Belt,Shadow Ball / Energy Ball / Mystical Fire / Dazzling Gleam,Timid,6,0,0,252,0,252,31,31,31,31,31,31
,Froslass,,72,,Cursed Body,Focus Sash,Hex / Frost Breath / Will-O-Wisp / Destiny Bond,Timid,6,0,0,252,0,252,31,31,31,31,31,31
,Gengar,!,72,,Cursed Body,Life Orb,Hex / Sludge Bomb / Focus Blast / Toxic,Timid,6,0,0,252,0,252,31,31,31,31,31,31
,Trainer ID 681,,Gym Leader Candice,,,,,,,,,,,,,,,,,
,Abomasnow,,68,,Snow Warning,Icy Rock,Wood Hammer / Ice Punch / Earthquake / Aurora Veil,Brave,240,252,12,0,4,0,31,31,31,31,31,0
,Jynx,,70,,Dry Skin,Focus Sash,Blizzard / Focus Blast / Sweet Kiss / Lovely Kiss,Modest,6,0,0,252,0,252,31,31,31,31,31,31
,Mamoswine,,68,,Snow Cloak,Expert Belt,Ice Shard / Earthquake / Stone Edge / Double Team,Adamant,6,252,0,0,0,252,31,31,31,31,31,31
,Froslass,,70,,Snow Cloak,Sitrus Berry,Blizzard / Shadow Ball / Double Team / Aurora Veil,Modest,6,0,0,252,0,252,31,31,31,31,31,31
,Glaceon,,70,,Ice Body,Leftovers,Blizzard / Freeze-Dry / Baby-Doll Eyes / Double Team,Modest,252,0,0,252,0,6,31,31,31,31,31,31
,Weavile,!,72,,Pressure,Life Orb,Ice Shard / Night Slash / Brick Break / X-Scissor,Adamant,6,252,0,0,0,252,31,31,31,31,31,31
,Trainer ID 682,,Gym Leader Byron,,,,,,,,,,,,,,,,,
,Skarmory,,69,,Sturdy,Leftovers,Steel Wing / Stealth Rock / Iron Defense / Taunt,Impish,252,0,252,0,0,6,31,31,31,31,31,31
,Steelix,,69,,Sheer Force,Life Orb,Iron Tail / Earthquake / Ice Fang / Crunch,Adamant,76,252,0,0,180,0,31,31,31,31,31,31
,Magnezone,,70,,Analytic,Focus Sash,Thunderbolt / Flash Cannon / Light Screen / Magnet Rise,Quiet,248,0,0,252,8,0,31,31,31,31,31,0
,Empoleon,,70,,Torrent,Expert Belt,Hydro Pump / Flash Cannon / Ice Beam / Roar,Modest,244,0,0,252,12,0,31,31,31,31,31,31
,Aggron,,71,,Rock Head,Choice Scarf,Head Smash,Jolly,6,252,0,0,0,252,31,31,31,31,31,31
,Bastiodon,!,72,,Sturdy,Lum Berry,Heavy Slam / Metal Burst / Roar / Stealth Rock,Brave,252,0,16,0,240,0,31,31,31,31,31,31
,Trainer ID 683,,Gym Leader Volkner,,,,,,,,,,,,,,,,,
,Pelipper,,70,,Drizzle,Damp Rock,Hydro Pump / Hurricane / Ice Beam / U-turn,Modest,220,0,0,252,36,0,31,31,31,31,31,31
,Raichu,,70,,Lightning Rod,Choice Scarf,Thunder / Surf / Focus Blast / Volt Switch,Timid,6,0,0,252,0,252,31,31,31,31,31,31
,Luxray,,70,,Intimidate,Focus Sash,Ice Fang / Play Rough / Volt Switch / Electric Terrain,Adamant,6,252,0,0,0,252,31,31,31,31,31,31
,Lanturn,,66,,Volt Absorb,Expert Belt,Thunder / Surf / Ice Beam / Volt Switch,Modest,252,0,0,252,0,6,31,31,31,31,31,31
,Jolteon,,68,,Quick Feet,Toxic Orb,Thunder / Reflect / Shadow Ball / Volt Switch,Modest,6,0,0,252,0,252,31,31,31,31,31,31
,Electivire,!,75,,Motor Drive,Life Orb,Thunder / Flamethrower / Cross Chop / Earthquake,Mild,6,252,0,252,0,0,31,31,31,31,31,31
,Trainer ID 684,,Pokémon Trainer Lucas,,,,,,,,,,,,,,,,,
,Mothim,,58,,Tinted Lens,Focus Sash,Bug Buzz / Air Slash / Energy Ball / Quiver Dance,Timid,6,0,0,252,0,252,31,31,31,31,31,31
,Milotic,,59,,Marvel Scale,Flame Orb,Scald / Substitute / Calm Mind / Recover,Modest,252,0,128,0,128,6,31,31,31,31,31,31
,Gallade,,63,,Justified,Life Orb,Psycho Cut / Close Combat / Stone Edge / Swords Dance,Adamant,6,252,0,0,0,252,31,31,31,31,31,31
,Magmortar,,59,,Vital Spirit,Expert Belt,Fire Blast / Thunderbolt / Focus Blast / Will-O-Wisp,Modest,6,0,0,252,0,252,31,31,31,31,31,31
,Clefable,,60,,Unaware,Sitrus Berry,Moonblast / Calm Mind / Moonlight / Minimize,Timid,6,0,0,252,0,252,31,31,31,31,31,31
,Torterra,!,64,,Overgrow,Leftovers,Earthquake / Synthesis / Leech Seed / Curse,Brave,252,252,0,0,6,0,31,31,31,31,31,0
,Trainer ID 685,,Pokémon Trainer Lucas,,,,,,,,,,,,,,,,,
,Mothim,,58,,Tinted Lens,Focus Sash,Bug Buzz / Air Slash / Energy Ball / Quiver Dance,Timid,6,0,0,252,0,252,31,31,31,31,31,31
,Tangrowth,,59,,Regenerator,Lum Berry,Power Whip / Earthquake / Rock Slide / Brick Break,Adamant,252,252,0,0,0,6,31,31,31,31,31,31
,Gallade,,63,,Justified,Life Orb,Psycho Cut / Close Combat / Stone Edge / Swords Dance,Adamant,6,252,0,0,0,252,31,31,31,31,31,31
,Milotic,,59,,Marvel Scale,Flame Orb,Scald / Substitute / Calm Mind / Recover,Modest,252,0,128,0,128,6,31,31,31,31,31,31
,Clefable,,60,,Unaware,Sitrus Berry,Moonblast / Calm Mind / Moonlight / Minimize,Timid,6,0,0,252,0,252,31,31,31,31,31,31
,Infernape,!,64,,Blaze,White Herb,Earthquake / Close Combat / Flare Blitz / Acrobatics,Jolly,6,252,0,0,0,252,31,31,31,31,31,31
,Trainer ID 686,,Pokémon Trainer Lucas,,,,,,,,,,,,,,,,,
,Mothim,,58,,Tinted Lens,Focus Sash,Bug Buzz / Air Slash / Energy Ball / Quiver Dance,Timid,6,0,0,252,0,252,31,31,31,31,31,31
,Magmortar,,59,,Vital Spirit,Expert Belt,Fire Blast / Thunderbolt / Focus Blast / Will-O-Wisp,Modest,6,0,0,252,0,252,31,31,31,31,31,31
,Gallade,,63,,Justified,Life Orb,Psycho Cut / Close Combat / Stone Edge / Swords Dance,Adamant,6,252,0,0,0,252,31,31,31,31,31,31
,Tangrowth,,59,,Regenerator,Lum Berry,Power Whip / Earthquake / Rock Slide / Brick Break,Adamant,252,252,0,0,0,6,31,31,31,31,31,31
,Clefable,,60,,Unaware,Sitrus Berry,Moonblast / Calm Mind / Moonlight / Minimize,Timid,6,0,0,252,0,252,31,31,31,31,31,31
,Empoleon,!,64,,Torrent,Choice Band,Aqua Jet / Waterfall / Steel Wing / Earthquake,Hardy,252,252,6,0,0,0,31,31,31,31,31,31
,Trainer ID 687,,Pokémon Trainer Lucas,,,,,,,,,,,,,,,,,
,Dusknoir,,68,,Pressure,Lum Berry,Brick Break / Earthquake / Trick Room / Will-O-Wisp,Brave,252,252,6,0,0,0,31,31,31,31,31,0
,Flareon,,69,,Guts,Toxic Orb,Flare Blitz / Facade / Iron Tail / Will-O-Wisp,Adamant,252,252,6,0,0,0,31,31,31,31,31,0
,Rampardos,,70,,Mold Breaker,Focus Sash,Head Smash / Earthquake / Iron Tail / Zen Headbutt,Adamant,252,252,6,0,0,0,31,31,31,31,31,0
,Wash Rotom,,69,,Levitate,Choice Specs,Hydro Pump / Thunderbolt / Volt Switch / Hex,Modest,252,0,0,252,0,6,31,31,31,31,31,31
,Dunsparce,,70,,Serene Grace,King's Rock,Rock Slide / Roost / Coil / Glare,Jolly,252,0,252,0,6,0,31,31,31,31,31,31
,Torterra,!,74,,Overgrow,Leftovers,Earthquake / Synthesis / Leech Seed / Curse,Brave,252,252,0,0,6,0,31,31,31,31,31,0
,Trainer ID 688,,Pokémon Trainer Lucas,,,,,,,,,,,,,,,,,
,Absol,,68,,Super Luck,Razor Claw,Megahorn / Psycho Cut / Stone Edge / Night Slash,Jolly,6,252,0,0,0,252,31,31,31,31,31,31
,Kabutops,,69,,Weak Armor,Focus Sash,Rock Slide / Liquidation / Leech Life / Swords Dance,Adamant,6,252,0,0,0,252,31,31,31,31,31,31
,Espeon,,70,,Magic Bounce,Life Orb,Psychic / Psyshock / Grass Knot / Dazzling Gleam,Modest,6,0,0,252,0,252,31,31,31,31,31,31
,Mow Rotom,,69,,Levitate,Choice Specs,Leaf Storm / Thunderbolt / Volt Switch / Hex,Modest,6,0,0,252,0,252,31,31,31,31,31,31
,Porygon-Z,,70,,Adaptability,Silk Scarf,Tri Attack / Hyper Beam / Thunder Wave / Dark Pulse,Modest,6,252,0,0,0,252,31,31,31,31,31,31
,Infernape,!,74,,Blaze,White Herb,Earthquake / Close Combat / Flare Blitz / Acrobatics,Jolly,6,252,0,0,0,252,31,31,31,31,31,31
,Trainer ID 689,,Pokémon Trainer Lucas,,,,,,,,,,,,,,,,,
,Gliscor,,68,,Poison Heal,Toxic Orb,Earthquake / Acrobatics / Fling / Roost,Impish,252,0,6,0,252,0,31,31,31,31,31,31
,Cradily,,69,,Storm Drain,Big Root,Giga Drain / Leech Seed / Ingrain / Stockpile,Bold,252,0,128,0,128,0,31,31,31,31,31,31
,Glaceon,,70,,Ice Body,Leftovers,Freeze-Dry / Blizzard / Hail / Water Pulse,Modest,252,0,0,252,0,6,31,31,31,31,31,31
,Heat Rotom,,69,,Levitate,Choice Specs,Overheat / Thunderbolt / Volt Switch / Hex,Modest,252,0,0,252,0,6,31,31,31,31,31,31
,Tauros,,70,,Intimidate,Life Orb,Hyper Beam / Blizzard / Fire Blast / Thunder,Modest,6,0,0,252,0,252,31,31,31,31,31,31
,Empoleon,!,74,,Torrent,Choice Band,Aqua Jet / Waterfall / Steel Wing / Earthquake,Hardy,252,252,6,0,0,0,31,31,31,31,31,31
,Trainer ID 690,,Pokémon Trainer Dawn,,,,,,,,,,,,,,,,,
,Wormadam (Trash Cloak),,58,,Anticipation,Leftovers,Gyro Ball / Sucker Punch / Metal Burst / Stealth Rock,Relaxed,252,0,128,0,128,0,31,31,31,31,31,31
,Magmortar,,59,,Vital Spirit,Expert Belt,Fire Blast / Focus Blast / Thunderbolt / Will-O-Wisp,Modest,252,0,0,252,0,6,31,31,31,31,31,31
,Froslass,,60,,Cursed Body,Focus Sash,Hex / Frost Breath / Thunderbolt / Will-O-Wisp,Timid,6,0,0,252,0,252,31,31,31,31,31,31
,Milotic,,59,,Competitive,Life Orb,Hydro Pump / Ice Beam / Hyper Beam / Recover,Modest,6,0,0,252,0,252,31,31,31,31,31,31
,Clefable,,60,,Unaware,Sitrus Berry,Moonblast / Calm Mind / Moonlight / Minimize,Timid,6,0,0,252,0,252,31,31,31,31,31,31
,Torterra,!,64,,Overgrow,Yache Berry,Wood Hammer / Earthquake / Stone Edge / Curse,Brave,128,252,128,0,0,0,31,31,31,31,31,31
,Trainer ID 691,,Pokémon Trainer Dawn,,,,,,,,,,,,,,,,,
,Wormadam (Sandy Cloak),,58,,Anticipation,Leftovers,Bug Bite / Fissure / Earthquake / Double Team,Adamant,252,252,0,0,0,6,31,31,31,31,31,31
,Milotic,,59,,Competitive,Life Orb,Hydro Pump / Ice Beam / Hyper Beam / Recover,Modest,6,0,0,252,0,252,31,31,31,31,31,31
,Froslass,,60,,Cursed Body,Focus Sash,Hex / Frost Breath / Thunderbolt / Will-O-Wisp,Timid,6,0,0,252,0,252,31,31,31,31,31,31
,Tangrowth,,59,,Regenerator,Choice Specs,Energy Ball / Sludge Bomb / Focus Blast / Hyper Beam,Modest,252,0,0,252,0,6,31,31,31,31,31,31
,Clefable,,60,,Unaware,Sitrus Berry,Moonblast / Calm Mind / Moonlight / Minimize,Timid,6,0,0,252,0,252,31,31,31,31,31,31
,Infernape,!,64,,Blaze,Expert Belt,Flare Blitz / Close Combat / Earthquake / U-turn,Jolly,6,252,0,0,0,252,31,31,31,31,31,31
,Trainer ID 692,,Pokémon Trainer Dawn,,,,,,,,,,,,,,,,,
,Wormadam,,58,,Overcoat,White Herb,Leaf Storm / Bug Buzz / Psychic / Quiver Dance,Modest,252,0,0,252,0,6,31,31,31,31,31,31
,Tangrowth,,59,,Regenerator,Choice Specs,Energy Ball / Sludge Bomb / Focus Blast / Hyper Beam,Modest,252,0,0,252,0,6,31,31,31,31,31,31
,Froslass,,60,,Cursed Body,Focus Sash,Hex / Frost Breath / Thunderbolt / Will-O-Wisp,Timid,6,0,0,252,0,252,31,31,31,31,31,31
,Magmortar,,59,,Vital Spirit,Expert Belt,Fire Blast / Focus Blast / Thunderbolt / Will-O-Wisp,Modest,252,0,0,252,0,6,31,31,31,31,31,31
,Clefable,,60,,Unaware,Sitrus Berry,Moonblast / Calm Mind / Moonlight / Minimize,Timid,6,0,0,252,0,252,31,31,31,31,31,31
,Empoleon,!,64,,Torrent,Leftovers,Hydro Pump / Flash Cannon / Ice Beam / Grass Knot,Hardy,252,0,0,252,0,6,31,31,31,31,31,31
,Trainer ID 693,,Pokémon Trainer Dawn,,,,,,,,,,,,,,,,,
,Crobat,,68,,Inner Focus,Sitrus Berry,Cross Poison / U-turn / Super Fang / Tailwind,Jolly,128,0,128,0,0,252,31,31,31,31,31,31
,Arcanine,,69,,Intimidate,Life Orb,Flare Blitz / Play Rough / Extreme Speed / Reversal,Adamant,6,252,0,0,0,252,31,31,31,31,31,31
,Mr. Mime,,70,,Filter,Leftovers,Psychic / Power Whip / Reflect / Light Screen,Timid,252,0,6,0,0,252,31,0,31,31,31,31
,Blastoise,,69,,Torrent,Focus Sash,Hydro Pump / Ice Beam / Focus Blast / Shell Smash,Modest,6,0,0,252,0,252,31,31,31,31,31,31
,Lickilicky,,70,,Own Tempo,Expert Belt,Focus Blast / Ice Beam / Fire Blast / Shadow Ball,Modest,252,0,0,252,0,6,31,31,31,31,31,31
,Torterra,!,74,,Overgrow,Yache Berry,Wood Hammer / Earthquake / Stone Edge / Curse,Brave,128,252,128,0,0,0,31,31,31,31,31,31
,Trainer ID 694,,Pokémon Trainer Dawn,,,,,,,,,,,,,,,,,
,Honchkrow,,68,,Super Luck,Scope Lens,Sucker Punch / Night Slash / Taunt / Roost,Jolly,6,252,0,0,0,252,31,31,31,31,31,31
,Gorebyss,,69,,Swift Swim,Wiki Berry,Hydro Pump / Ice Beam / Baton Pass / Shell Smash,Modest,252,0,0,252,0,6,31,31,31,31,31,31
,Froslass,,70,,Cursed Body,Focus Sash,Hex / Frost Breath / Thunderbolt / Will-O-Wisp,Timid,6,0,0,252,0,252,31,31,31,31,31,31
,Sceptile,,69,,Unburden,White Herb,Leaf Blade / Earthquake / Leaf Storm / Brick Break,Lonely,252,252,0,0,0,6,31,31,31,31,31,31
,Ambipom,,70,,Technician,Life Orb,Double Hit / Fake Out / Dual Chop / U-turn,Jolly,6,252,0,0,0,252,31,31,31,31,31,31
,Infernape,!,74,,Blaze,Expert Belt,Flare Blitz / Close Combat / Earthquake / U-turn,Jolly,6,252,0,0,0,252,31,31,31,31,31,31
,Trainer ID 695,,Pokémon Trainer Dawn,,,,,,,,,,,,,,,,,
,Togekiss,,68,,Serene Grace,Lum Berry,Dazzling Gleam / Air Slash / Aura Sphere / Thunder Wave,Timid,6,0,0,252,0,252,31,31,31,31,31,31
,Bellossom,,69,,Chlorophyll,Persim Berry,Moonblast / Petal Dance / Toxic / Quiver Dance,Modest,6,0,0,252,0,252,31,31,31,31,31,31
,Mamoswine,,70,,Thick Fat,Life Orb,Ice Shard / Earthquake / Stone Edge / Avalanche,Adamant,128,252,128,0,0,0,31,31,31,31,31,31
,Typhlosion,,69,,Flash Fire,Choice Scarf,Eruption,Timid,6,0,0,252,0,252,31,31,31,31,31,31
,Lopunny,,70,,Klutz,Lagging Tail,High Jump Kick / Thunder Wave / Sweet Kiss / Switcheroo,Careful,252,252,6,0,0,0,31,31,31,31,31,31
,Empoleon,!,74,,Torrent,Leftovers,Hydro Pump / Flash Cannon / Ice Beam / Grass Knot,Hardy,252,0,0,252,0,6,31,31,31,31,31,31
,Trainer ID 696,,Elite Four Aaron,,,,,,,,,,,,,,,,,
,Yanmega,,65,,Speed Boost,Wise Glasses,Bug Buzz / Air Slash / Detect / Ancient Power,Timid,52,0,0,252,0,204,31,0,31,31,31,31
,Scizor,,65,,Technician,Occa Berry,Bullet Punch / X-Scissor / Night Slash / Swords Dance,Adamant,252,252,0,0,0,0,31,31,31,0,31,31
,Vespiquen,,66,,Unnerve,Sitrus Berry,Power Gem / Attack Order / Aerial Ace / Defend Order,Adamant,252,252,0,0,0,0,31,31,31,0,31,31
,Heracross,,67,,Guts,Flame Orb,Earthquake / Rock Slide / Facade / Close Combat,Jolly,52,252,0,0,0,204,31,31,31,0,31,31
,Drapion,!,69,,Sniper,Scope Lens,Cross Poison / Night Slash / Earthquake / X-Scissor,Jolly,52,252,0,0,0,204,31,31,31,0,31,31
,Trainer ID 697,,Elite Four Bertha,,,,,,,,,,,,,,,,,
,Whiscash,,66,,Hydration,Rindo Berry,Earthquake / Ice Beam / Scald / Zen Headbutt,Brave,0,252,0,252,0,0,31,31,31,31,31,0
,Gliscor,,69,,Hyper Cutter,Sitrus Berry,Earthquake / Thunder Fang / Guillotine / X-Scissor,Adamant,252,252,0,0,0,0,31,31,31,0,31,31
,Golem,,68,,Sturdy,Soft Sand,Rock Polish / Heavy Slam / Earthquake / Stone Edge,Jolly,52,252,0,0,0,204,31,31,31,0,31,31
,Hippowdon,,68,,Sand Stream,Chesto Berry,Ice Fang / Earthquake / Crunch / Rest,Adamant,252,252,0,0,0,0,31,31,31,0,31,31
,Rhyperior,!,71,,Solid Rock,Muscle Band,Earthquake / Rock Wrecker / Megahorn / Thunder Fang,Adamant,252,252,0,0,0,0,31,31,31,0,31,31
,Trainer ID 698,,Elite Four Flint,,,,,,,,,,,,,,,,,
,Houndoom,,68,,Unnerve,Wise Glasses,Flamethrower / Dark Pulse / Destiny Bond / Nasty Plot,Modest,52,0,0,252,0,204,31,0,31,31,31,31
,Flareon,,71,,Flash Fire,Sitrus Berry,Flare Blitz / Flail / Will-O-Wisp / Quick Attack,Adamant,252,252,0,0,0,0,31,31,31,0,31,31
,Rapidash,,69,,Flame Body,Wide Lens,Flare Blitz / Iron Tail / Poison Jab / Hypnosis,Jolly,52,252,0,0,0,204,31,31,31,0,31,31
,Infernape,,71,,Iron Fist,Focus Sash,Fire Punch / Thunder Punch / Close Combat / Mach Punch,Jolly,52,252,0,0,0,204,31,31,31,0,31,31
,Magmortar,!,73,,Flame Body,Lum Berry,Fire Blast / Thunderbolt / Focus Blast / Psychic,Modest,52,0,0,252,0,204,31,0,31,31,31,31
